"name","claimvalues","cpos","cdate","quote","parties","doc_id","rowid"
"Joachim Herrmann","[100,105]",1,2015-09-14,"Der bayerische Innenminister findet die Grenzkontrollen während des Oktoberfestes gut ","CSU",141051,"C268"
"Anjes Tjarks","[700,799]",1,2015-09-13,"Was ankommende Flüchtlinge  die bleiben wollen und sollen  brauchen  ist ein neues Heimatgefühl  ","Green",134100,"C269"
"Österreich","[100,105]",-1,2015-09-08,"Österreich will aus Ungarn kommende Züge vorerst nicht kontrollieren","NA",138079,"C270"
"Bulgarien","[500,501]",1,2015-09-10,"Bulgarien will          aufnehmen","NA",124366,"C271"
"Anjes Tjarks","[300,304]",1,2015-09-13,"Der andere Bestandteil ist  dass wir klare Erwartungen an diejenigen formulieren  die hier dauerhaft leben und Teil unserer Gesellschaft sein wollen ","Green",134100,"C272"
"Anjes Tjarks","[200,204,214,300,301,309,600,601,608]",1,2015-09-13," Das beginnt bei der Unterkunft  geht über Schulbildung  Gesundheitsversorgung  Ausbildungsanerkennung und Arbeitsplätze bis zur deutschen Staatsangehörigkeit ","Green",134100,"C273"
"Anjes Tjarks","[700,705]",1,2015-09-13,"  Ich meine einen Patriotismus  der   Willkommen    sagt  ","Green",134100,"C274"
"Anjes Tjarks","[300,399]",1,2015-09-13,"Wir müssen die Integration besser hinbekommen als in der Vergangenheit ","Green",134100,"C275"
"Anjes Tjarks","[200,216]",1,2015-09-13,"Dieser Patriotismus will Integration  Mit der doppelten Staatsbürgerschaft geben wir den Zuflucht Suchenden die Chance  ein echter Teil der Gesellschaft zu werden  ohne dass wir verlangen  dass sie ihre Wurzeln kappen ","Green",134100,"C276"
"Anjes Tjarks","[700,799]",1,2015-09-13,"Deutschland soll ihnen nicht nur Zuflucht sein  sondern eine Heimat werden ","Green",134100,"C277"
"Slowakei","[100,105]",1,2015-09-14,"Auch die Slowakei und die Niederlande kündigten vorübergehende Kontrollen an und Polen erwägt einen solchen Schritt ","NA",140988,"C278"
"Niederlande","[100,105]",1,2015-09-14,"Auch die Slowakei und die Niederlande kündigten vorübergehende Kontrollen an und Polen erwägt einen solchen Schritt ","NA",140988,"C279"
"Werner Faymann","[100,105]",1,2015-09-14,"Nach einer entsprechenden Entscheidung der Bundesregierung sagte Österreichs Bundeskanzler Werner Faymann gestern in Wien  auch seine Regierung werde nun durch verstärkte Kontrollen ein klares Signal gegen einen   ungeordneten Übergang   über die Staatsgrenze setzen ","NA",140988,"C280"
"osteuropäischen EU-Staaten","[500,501]",-1,2015-09-14,"Vor allem die osteuropäischen EU Staaten wehren sich gegen den Plan eines verbindlichen Quotensystems ","NA",140988,"C281"
"EU","[100,105]",1,2015-09-14,"Immer mehr EU Staaten wollen Polizei an ihren Grenzen einsetzen","NA",140988,"C282"
"Thomas de Maizière","[500,501,800,803]",1,2015-09-14,"Wie Innenminister Thomas de Maizière  CDU  forderten auch mehrere Ministerpräsidenten mehr Solidarität in Europa","CDU",140988,"C283"
"mehrere Ministerpräsidenten","[500,501,800,803]",1,2015-09-14,"Wie Innenminister Thomas de Maizière  CDU  forderten auch mehrere Ministerpräsidenten mehr Solidarität in Europa","NA",140988,"C284"
"Dieter Lauinger","[800,899]",1,2015-09-14,"Hier muss die Bundesregierung ihre Hausaufgaben machen","Green",141002,"C285"
"Katrin Göring-Eckardt","[600,603]",1,2015-09-08,"Daneben brauche   es besseren Zugang zum Arbeitsmarkt für Menschen aus den Westbalkanstaaten  damit sie nicht übers Asylrecht gehen müssten ","Green",138107,"C286"
"Dieter Lauinger","[100,104]",-1,2015-09-14,"Das kann nicht der Sinn von Grenzkontrollen sein und es wäre in meinen Augen wesentlich besser gewesen  wenn die Bundesregierung den Zweck der Maßnahmen stärker kommuniziert hätte ","Green",141002,"C287"
"Dieter Lauinger","[800,804]",1,2015-09-14,"Und er ist übrigens auch dafür zuständig  dass das Bundesamt für Migration und Flüchtlinge endlich ausreichend Mitarbeiter bekommt  um alle Asylverfahren zu bearbeiten ","Green",141002,"C288"
"Dieter Lauinger","[100,105]",1,2015-09-14," Rot Rot Grün betreibt in Thüringen eine großzügige Flüchtlingspolitik  die Kontrollen hält Migrationsminister Lauinger  Grüne  dennoch für richtig","Green",141002,"C289"
"Dieter Lauinger","[500,501]",1,2015-09-14,"Was es aber braucht  ist eine europäische Lösung ","Green",141002,"C290"
"Dieter Lauinger","[800,802]",1,2015-09-14,"Das ist Sache des Bundesinnenministers","Green",141002,"C291"
"Dieter Lauinger","[100,105]",1,2015-09-14,"taz  Herr Lauinger  sind die Kontrollen an der österreichischen Grenze nötig    Dieter Lauinger  Nach den Ereignissen der letzten Woche würde ich sagen  Grenzkontrollen sind jetzt tatsächlich nötig  um zu erfassen  wer zu uns kommt ","Green",141002,"C292"
"Mürvet Öztürk","[100,110]",1,2015-09-08," Für die Verschärfung des Asylrechts auf Kosten Schutzsuchender stehe ich nicht zur Verfügung    schreibt die hessische Landtagsabgeordnete in einer Erklärung  die sie am Dienstag veröffentlichte ","Green",138107,"C293"
"Große Koalition","[500,504]",1,2015-09-08," Die Große Koalition möchte auch Albanien  Kosovo und Montenegro für   sicher   erklären  um Zuwanderungszahlen aus den Balkanstaaten zu senken","NA",138107,"C294"
"Dieter Lauinger","[100,105]",1,2015-09-14,"  Grenzkontrollen sind nötig  um zu erfassen  wer kommt","Green",141002,"C295"
"Jean-Claude Juncker","[500,501]",1,2015-09-03,"Erst waren es         nun sollen mindestens         oder sogar         Flüchtlinge   fair   auf die EU Länder verteilt werden  Dies fordern die beiden EU Präsidenten Jean Claude Juncker und Donald Tusk angesichts der aktuellen Flüchtlingskrise in Europa ","NA",145810,"C296"
"Donald Tusk","[500,501]",1,2015-09-03,"Erst waren es         nun sollen mindestens         oder sogar         Flüchtlinge   fair   auf die EU Länder verteilt werden  Dies fordern die beiden EU Präsidenten Jean Claude Juncker und Donald Tusk angesichts der aktuellen Flüchtlingskrise in Europa ","NA",145810,"C297"
"Deutschland","[500,501]",1,2015-09-03,"Deutschland und Frankreich fordern nun gemeinsam verbindliche Quoten zwischen den EU Ländern für die Aufnahme von Flüchtlingen","NA",145810,"C298"
"Frankreich","[500,501]",1,2015-09-03,"Deutschland und Frankreich fordern nun gemeinsam verbindliche Quoten zwischen den EU Ländern für die Aufnahme von Flüchtlingen","NA",145810,"C299"
"Jean-Claude Juncker","[500,501]",1,2015-09-03," Dies fordern die beiden EU Präsidenten Jean Claude Juncker und Donald Tusk angesichts der aktuellen Flüchtlingskrise in Europa ","NA",145810,"C300"
"Donald Tusk","[500,501]",1,2015-09-03," Dies fordern die beiden EU Präsidenten Jean Claude Juncker und Donald Tusk angesichts der aktuellen Flüchtlingskrise in Europa ","NA",145810,"C301"
"Angela Merkel","[500,501]",1,2015-09-03,"Kanzlerin Angela Merkel sagte am Donnerstag bei einem Besuch in der Schweiz  sie sei sich mit dem französischen Präsidenten François Hollande einig  dass   angesichts der vielen syrischen Bürgerkriegsflüchtlinge innerhalb der Europäischen Union verbindliche Quoten   notwendig seien ","CDU",145810,"C302"
"François Hollande","[500,501]",1,2015-09-03,"Kanzlerin Angela Merkel sagte am Donnerstag bei einem Besuch in der Schweiz  sie sei sich mit dem französischen Präsidenten François Hollande einig  dass   angesichts der vielen syrischen Bürgerkriegsflüchtlinge innerhalb der Europäischen Union verbindliche Quoten   notwendig seien ","NA",145810,"C303"
"Bernhard Pötter","[700,705]",1,2015-09-10,"Werden wir auch dann am Bahnhof stehen und rufen    Refugees Welcome      Schön wäre das ","NA",124322,"C304"
"Steffen Seibert","[800,801]",1,2015-09-04," Regierungssprecher Steffen Seibert wies darauf hin  dass Ungarn verpflichtet sei  dort ankommende Flüchtlinge ordnungsgemäß zu registrieren und Asylverfahren einzuleiten ","CDU",132033,"C305"
"Bundesregierung","[100,105]",1,2015-09-13,"Die Bundesregierung hat für die nach Deutschland kommenden Flüchtlingen am Sonntag wieder die Türen geschlossen ","NA",134094,"C306"
"Horst Seehofer","[100,102]",1,2015-09-06,"Ministerpräsident Horst Seehofer fordert von der Kanzlerin beim Koalitionsgipfel eine klare Position    Wir können nicht als Bundesrepublik bei    Mitgliedstaaten beinahe sämtliche Flüchtlinge aufnehmen  Das hält auf Dauer keine Gesellschaft aus  ","CSU",109349,"C307"
"Dieter Reiter","[800,803]",1,2015-09-06,"Sonntagmittag appelliert Münchens Oberbürgermeister Dieter Reiter    Es ist die uneingeschränkte Solidarität aller Bundesländer gefragt  Diese Unterstützung erwarte ich  ","SPD",109349,"C308"
"Joachim Herrmann","[100,190]",-1,2015-09-06," Bayerns Innenminister Joachim Herrmann bezeichnet die Einreiseerlaubnis als ein   falsches Signal   ","CSU",109349,"C309"
"CSU","[100,190,700,705]",-1,2015-09-06,"Die CSU allerdings bewertet die von Angela Merkel initiierte Aufnahme alles andere als begeistert ","CSU",109349,"C310"
"Dieter Reiter","[800,803]",1,2015-09-06,"Auf die Frage  wann München denn   am Limit   sei  antwortet Reiter    Letzte Woche dachten wir noch        Personen überfordern uns  jetzt kamen fast        Leute an einem Tag  Wir beschäftigen uns also am besten nicht mit den Zahlen  sondern mit der Frage  wie wir die Leute am besten in ganz Deutschland verteilen können  ","SPD",109349,"C311"
"CSU","[100,190,700,705]",-1,2015-09-06," Die CSU kritisiert Angela Merkels Zustimmung zur Aufnahme","CSU",109349,"C312"
"Lukas Wallraff","[700,712]",1,2015-09-06,"Die Diskussion über Härte in der Migrationspolitik müssen auch Linke führen","NA",109412,"C313"
"Angela Merkel","[100,105]",-1,2015-09-04,"Angesichts der dramatischen Situation vereinbarten Bundeskanzlerin Angela Merkel  CDU  und ihr österreichischer Amtskollege Werner Faymann am späten Freitagabend in Absprache mit der ungarischen Regierung eine Ausnahmeregelung  Demnach durften die Flüchtlinge ohne bürokratische Hürden und Kontrollen einreisen  Wien verwies auf eine   Notlage   an der ungarischen Grenze  Ungarn stellte Busse bereit und brachte die Flüchtlinge bis zur österreichischen Grenze ","CDU",109389,"C314"
"Werner Faymann","[100,105]",-1,2015-09-04,"Angesichts der dramatischen Situation vereinbarten Bundeskanzlerin Angela Merkel  CDU  und ihr österreichischer Amtskollege Werner Faymann am späten Freitagabend in Absprache mit der ungarischen Regierung eine Ausnahmeregelung  Demnach durften die Flüchtlinge ohne bürokratische Hürden und Kontrollen einreisen  Wien verwies auf eine   Notlage   an der ungarischen Grenze  Ungarn stellte Busse bereit und brachte die Flüchtlinge bis zur österreichischen Grenze ","NA",109389,"C315"
"CSU","[100,190]",-1,2015-09-06,"Vor einem Koalitionsgipfel am Sonntagabend  bei dem unter anderem geklärt werden sollte  wie viel Geld der Bund den Ländern und Kommunen für die Flüchtlingshilfe zusätzlich zur Verfügung stellen will  bekam Merkel heftige Kritik von der CSU ","CSU",109389,"C316"
"CSU","[100,190]",-1,2015-09-06," CSU kritisiert die Kanzlerin","CSU",109389,"C317"
"Andreas Scheuer","[100,104]",1,2015-09-06," Der massenhafte Zustrom von Flüchtlingen nur nach Deutschland muss gestoppt werden    sagt CSU Generalsekretär Andreas Scheuer ","CSU",109389,"C318"
"Horst Seehofer","[100,104]",1,2015-09-06,"  Das hält auf Dauer keine Gesellschaft aus    ergänzte CSU Parteichef Horst Seehofer ","CSU",109389,"C319"
"Mehr als hundert Flüchtlinge","[100,104]",-1,2015-09-02,"Mehr als hundert Flüchtlinge haben am Mittwoch bei Protesten vor dem Budapester Ostbahnhof die Weiterreise nach Österreich und Deutschland gefordert ","NA",127842,"C320"
"Rieke Havertz","[100,105]",-1,2015-09-13,"Die Bundesregierung setzt damit ein fatales Signal ","NA",134080,"C321"
"Tobias Schulze","[200,212]",1,2015-09-07,"Um die steigende Zahl von Asylbewerbern zu bewältigen  sind Abstriche nötig ","Left",115309,"C322"
"Große Koalition","[500,504]",1,2015-09-13,"  Unter anderem will sie drei weitere Balkanstaaten zu sicheren Herkunftsstaaten erklären ","NA",133160,"C323"
"Viktor Orban","[500,501]",-1,2015-09-04,"Wenn Deutschland sie wirklich eingeladen hat  sollte Deutschland Visa ausstellen    verlangte Orbán ","NA",132033,"C324"
"Jean-Claude Juncker","[500,501]",1,2015-09-11,"Am Montag kommen die EU Innenminister in Brüssel zu einem Sondertreffen zusammen  um über die von Kommissionspräsident Jean Claude Juncker vorgeschlagene Umverteilung der Flüchtlinge zu beraten","NA",120997,"C325"
"Donald Tusk","[500,501]",1,2015-09-11,"Gibt es keine Einigung  will EU Ratspräsident Donald Tusk noch im September einen Sondergipfel zur Flüchtlingskrise einberufen  ","NA",120997,"C326"
"Viktor Orban","[100,106,500,501]",1,2015-09-11,"Orbán und sein Gast waren sich einig  dass die EU ihre Außengrenze schützen müsse ","NA",120983,"C327"
"Manfred Weber","[100,106,500,501]",1,2015-09-11,"Orbán und sein Gast waren sich einig  dass die EU ihre Außengrenze schützen müsse ","CSU",120983,"C328"
"Grüne","[300,301,800,812]",1,2015-09-08,"Führungsleute in Bund und Ländern stimmen sich ständig ab und formulieren gemeinsame Positionen  zu denen zum Beispiel schnellere Asylverfahren und bessere Integrationskonzepte gehören ","Green",138107,"C329"
"Thomas de Maizière","[100,105]",1,2015-09-13,"Wenig später erklärte Bundesinnenminister Thomas de Maizière  CDU   dass es vorübergehend auch wieder Grenzkontrollen gebe ","CDU",134094,"C330"
"Malu Dreyer","[800,808]",1,2015-09-13,"Die Regierungschefs von Rheinland Pfalz und Schleswig Holstein  Malu Dreyer und Torsten Albig  beide SPD   forderten eine Sonderkonferenz der Ministerpräsidenten ","SPD",134094,"C331"
"Torsten Albig","[800,808]",1,2015-09-13,"Die Regierungschefs von Rheinland Pfalz und Schleswig Holstein  Malu Dreyer und Torsten Albig  beide SPD   forderten eine Sonderkonferenz der Ministerpräsidenten ","SPD",134094,"C332"
